txn_uid,business_date,txn_ref,amount_minor,currency,side,source_system,event_ts
INT-0000496,2026-07-06,M013-03f91d80,261614,USD,DEBIT,INTERNAL,2026-07-06 15:44:15
INT-0000497,2026-07-06,M008-c391a97c,302998,GBP,DEBIT,INTERNAL,2026-07-06 17:03:31
INT-0000498,2026-07-06,M019-4f91904a,226181,USD,DEBIT,INTERNAL,2026-07-06 16:44:49
INT-0000499,2026-07-06,M002-587c7a43,16694,EUR,DEBIT,INTERNAL,2026-07-06 23:35:58
INT-0000500,2026-07-06,M017-4e59b08f,499490,JPY,DEBIT,INTERNAL,2026-07-06 12:36:00
INT-0000501,2026-07-06,M004-c2aa24c4,440024,EUR,DEBIT,INTERNAL,2026-07-06 00:02:04
INT-0000502,2026-07-06,M018-e4f36497,304802,USD,DEBIT,INTERNAL,2026-07-06 04:26:04
INT-0000503,2026-07-06,M002-ea45ac4e,51664,GBP,DEBIT,INTERNAL,2026-07-06 06:37:26
INT-0000504,2026-07-06,M009-b4703690,71457,EUR,DEBIT,INTERNAL,2026-07-06 22:22:43
INT-0000505,2026-07-06,M004-5e32bc55,482861,GBP,DEBIT,INTERNAL,2026-07-06 16:59:31
INT-0000506,2026-07-06,M001-247e1de3,477016,USD,DEBIT,INTERNAL,2026-07-06 14:36:30
INT-0000507,2026-07-06,M008-eb4c29d9,374965,JPY,DEBIT,INTERNAL,2026-07-06 12:37:36
INT-0000508,2026-07-06,M004-e96f9c23,229480,EUR,DEBIT,INTERNAL,2026-07-06 11:50:44
INT-0000509,2026-07-06,M019-8f8c375d,452704,JPY,DEBIT,INTERNAL,2026-07-06 15:34:04
INT-0000510,2026-07-06,M001-ac32c49d,461994,JPY,DEBIT,INTERNAL,2026-07-06 13:55:19
INT-0000511,2026-07-06,M010-9f4580d0,234334,GBP,DEBIT,INTERNAL,2026-07-06 17:02:39
INT-0000512,2026-07-06,M018-d0ed6227,196699,JPY,DEBIT,INTERNAL,2026-07-06 07:46:42
INT-0000513,2026-07-06,M007-edbc3729,195322,JPY,DEBIT,INTERNAL,2026-07-06 20:59:23
INT-0000514,2026-07-06,M019-bd57da8c,399006,JPY,DEBIT,INTERNAL,2026-07-06 15:03:34
INT-0000515,2026-07-06,M016-6151b926,19987,JPY,DEBIT,INTERNAL,2026-07-06 18:11:20
INT-0000516,2026-07-06,M010-d212562c,472481,JPY,DEBIT,INTERNAL,2026-07-06 19:34:12
INT-0000517,2026-07-06,M017-4ad7312f,190013,GBP,DEBIT,INTERNAL,2026-07-06 02:26:13
INT-0000518,2026-07-06,M013-785e55eb,195189,GBP,DEBIT,INTERNAL,2026-07-06 16:13:36
INT-0000519,2026-07-06,M005-269b873a,400284,JPY,DEBIT,INTERNAL,2026-07-06 20:27:16
INT-0000520,2026-07-06,M020-edb9f779,7258,GBP,DEBIT,INTERNAL,2026-07-06 00:20:46
INT-0000521,2026-07-06,M012-c200caf6,300931,JPY,DEBIT,INTERNAL,2026-07-06 12:57:54
INT-0000522,2026-07-06,M018-f6af0894,257051,EUR,DEBIT,INTERNAL,2026-07-06 01:19:56
INT-0000523,2026-07-06,M015-f569ca03,149955,EUR,DEBIT,INTERNAL,2026-07-06 19:29:01
INT-0000524,2026-07-06,M007-93b4398d,91178,EUR,DEBIT,INTERNAL,2026-07-06 15:04:14
INT-0000525,2026-07-06,M015-a807a7a6,401514,GBP,DEBIT,INTERNAL,2026-07-06 20:25:50
INT-0000526,2026-07-06,M009-990846b3,13022,GBP,DEBIT,INTERNAL,2026-07-06 23:33:42
INT-0000527,2026-07-06,M011-d82ef9b1,266921,USD,DEBIT,INTERNAL,2026-07-06 06:32:33
INT-0000528,2026-07-06,M020-ffa47837,295026,GBP,DEBIT,INTERNAL,2026-07-06 06:36:41
INT-0000529,2026-07-06,M008-74fbfb16,103810,USD,DEBIT,INTERNAL,2026-07-06 19:03:29
INT-0000530,2026-07-06,M008-61a128b3,271922,JPY,DEBIT,INTERNAL,2026-07-06 17:20:13
INT-0000531,2026-07-06,M017-34c496af,417190,EUR,DEBIT,INTERNAL,2026-07-06 22:59:14
INT-0000532,2026-07-06,M016-6b0ff663,412205,GBP,DEBIT,INTERNAL,2026-07-06 14:29:24
INT-0000533,2026-07-06,M015-a436ab2d,315483,EUR,DEBIT,INTERNAL,2026-07-06 03:38:24
INT-0000534,2026-07-06,M010-f8a906f5,422843,JPY,DEBIT,INTERNAL,2026-07-06 16:51:11
INT-0000535,2026-07-06,M012-2140fe88,99178,JPY,DEBIT,INTERNAL,2026-07-06 02:18:45
INT-0000536,2026-07-06,M014-84e66740,277430,GBP,DEBIT,INTERNAL,2026-07-06 01:29:50
INT-0000537,2026-07-06,M019-db0dd13f,69271,GBP,DEBIT,INTERNAL,2026-07-06 17:43:15
INT-0000538,2026-07-06,M002-ff54c4d8,365092,JPY,DEBIT,INTERNAL,2026-07-06 04:57:10
INT-0000539,2026-07-06,M008-b356402a,241553,USD,DEBIT,INTERNAL,2026-07-06 23:34:26
INT-0000540,2026-07-06,M008-512ff6d9,25181,USD,DEBIT,INTERNAL,2026-07-06 15:13:28
INT-0000541,2026-07-06,M007-ef51b6a3,291397,EUR,DEBIT,INTERNAL,2026-07-06 21:40:31
INT-0000542,2026-07-06,M015-4180fd14,62003,USD,DEBIT,INTERNAL,2026-07-06 12:10:15
INT-0000543,2026-07-06,M014-bc4d8b92,227135,USD,DEBIT,INTERNAL,2026-07-06 08:44:38
INT-0000544,2026-07-06,M011-e53b1704,207705,USD,DEBIT,INTERNAL,2026-07-06 18:02:57
INT-0000545,2026-07-06,M010-177e8fec,353644,JPY,DEBIT,INTERNAL,2026-07-06 11:47:25
INT-0000546,2026-07-06,M006-e41d62ef,60462,GBP,DEBIT,INTERNAL,2026-07-06 12:43:32
INT-0000547,2026-07-06,M020-0dd737ea,52763,EUR,DEBIT,INTERNAL,2026-07-06 21:25:45
INT-0000548,2026-07-06,M011-5a2a038d,230976,USD,DEBIT,INTERNAL,2026-07-06 22:16:48
INT-0000549,2026-07-06,M006-e3a65948,442478,GBP,DEBIT,INTERNAL,2026-07-06 01:14:05
INT-0000550,2026-07-06,M019-98e656e4,234679,GBP,DEBIT,INTERNAL,2026-07-06 05:40:50
INT-0000551,2026-07-06,M011-cfc4b1d8,207645,EUR,DEBIT,INTERNAL,2026-07-06 11:06:11
INT-0000552,2026-07-06,M017-c844be64,358039,GBP,DEBIT,INTERNAL,2026-07-06 07:31:55
INT-0000553,2026-07-06,M011-5282639f,1746,GBP,DEBIT,INTERNAL,2026-07-06 15:46:11
INT-0000554,2026-07-06,M008-b1310582,432908,GBP,DEBIT,INTERNAL,2026-07-06 10:11:55
INT-0000555,2026-07-06,M019-fae1983c,101530,JPY,DEBIT,INTERNAL,2026-07-06 08:48:58
INT-0000556,2026-07-06,M012-6a988271,372347,GBP,DEBIT,INTERNAL,2026-07-06 03:40:08
INT-0000557,2026-07-06,M012-a8759535,343528,EUR,DEBIT,INTERNAL,2026-07-06 15:52:28
INT-0000558,2026-07-06,M005-e51b20a4,469227,JPY,DEBIT,INTERNAL,2026-07-06 21:07:31
INT-0000559,2026-07-06,M005-5d49a54e,154826,GBP,DEBIT,INTERNAL,2026-07-06 03:56:55
INT-0000560,2026-07-06,M013-c4a7cb2a,67032,EUR,DEBIT,INTERNAL,2026-07-06 11:01:56
INT-0000561,2026-07-06,M015-3834aad0,401723,USD,DEBIT,INTERNAL,2026-07-06 19:30:21
INT-0000562,2026-07-06,M004-8a1483bb,370544,EUR,DEBIT,INTERNAL,2026-07-06 15:20:46
INT-0000563,2026-07-06,M005-1a9a3a1b,242004,JPY,DEBIT,INTERNAL,2026-07-06 23:45:34
INT-0000564,2026-07-06,M017-be842926,358972,JPY,DEBIT,INTERNAL,2026-07-06 12:57:53
INT-0000565,2026-07-06,M014-95d24734,21598,USD,DEBIT,INTERNAL,2026-07-06 19:15:27
INT-0000566,2026-07-06,M015-17074c45,488442,USD,DEBIT,INTERNAL,2026-07-06 08:40:18
INT-0000567,2026-07-06,M019-07a9f1bd,251595,JPY,DEBIT,INTERNAL,2026-07-06 10:06:59
INT-0000568,2026-07-06,M020-a0f40afc,68247,JPY,DEBIT,INTERNAL,2026-07-06 20:29:18
INT-0000569,2026-07-06,M001-f22ca78e,24250,JPY,DEBIT,INTERNAL,2026-07-06 04:29:01
INT-0000570,2026-07-06,M015-bf6d2d3b,304614,JPY,DEBIT,INTERNAL,2026-07-06 11:13:43
INT-0000571,2026-07-06,M018-7777a0c8,482570,JPY,DEBIT,INTERNAL,2026-07-06 07:35:39
INT-0000572,2026-07-06,M001-c95fee9c,158094,JPY,DEBIT,INTERNAL,2026-07-06 20:25:38
INT-0000573,2026-07-06,M006-578b3a0b,448018,USD,DEBIT,INTERNAL,2026-07-06 17:46:50
INT-0000574,2026-07-06,M013-aa94502e,496395,USD,DEBIT,INTERNAL,2026-07-06 12:18:29
INT-0000575,2026-07-06,M011-30b6d8a8,491553,EUR,DEBIT,INTERNAL,2026-07-06 18:16:21
INT-0000576,2026-07-06,M003-b2c80bd0,365522,GBP,DEBIT,INTERNAL,2026-07-06 20:24:44
INT-0000577,2026-07-06,M009-17e3a28b,193025,USD,DEBIT,INTERNAL,2026-07-06 01:47:47
INT-0000578,2026-07-06,M015-58af8d62,417096,JPY,DEBIT,INTERNAL,2026-07-06 08:35:47
INT-0000579,2026-07-06,M001-a5dd9d60,77209,USD,DEBIT,INTERNAL,2026-07-06 15:59:48
INT-0000580,2026-07-06,M018-e500ba01,67613,EUR,DEBIT,INTERNAL,2026-07-06 09:18:03
INT-0000581,2026-07-06,M008-e6273773,308763,EUR,DEBIT,INTERNAL,2026-07-06 03:51:16
INT-0000582,2026-07-06,M004-f5cf5ace,228496,GBP,DEBIT,INTERNAL,2026-07-06 11:30:00
INT-0000583,2026-07-06,M004-f327b42d,237962,USD,DEBIT,INTERNAL,2026-07-06 20:25:46
INT-0000584,2026-07-06,M016-df5e935a,360008,JPY,DEBIT,INTERNAL,2026-07-06 04:58:55
INT-0000585,2026-07-06,M020-cfd467ba,130414,EUR,DEBIT,INTERNAL,2026-07-06 16:13:44
INT-0000586,2026-07-06,M010-ee0c21d6,250316,USD,DEBIT,INTERNAL,2026-07-06 06:33:45
INT-0000587,2026-07-06,M007-6b68607a,217348,GBP,DEBIT,INTERNAL,2026-07-06 11:50:43
INT-0000588,2026-07-06,M017-030cdeb0,19649,USD,DEBIT,INTERNAL,2026-07-06 10:53:16
INT-0000589,2026-07-06,M020-15ea8e09,74709,JPY,DEBIT,INTERNAL,2026-07-06 21:24:13
INT-0000590,2026-07-06,M012-e0d3f238,35947,USD,DEBIT,INTERNAL,2026-07-06 02:38:33
INT-0000591,2026-07-06,M013-0d502577,63606,EUR,DEBIT,INTERNAL,2026-07-06 11:49:50
INT-0000592,2026-07-06,M011-bd4f6906,451480,JPY,DEBIT,INTERNAL,2026-07-06 02:11:44
INT-0000593,2026-07-06,M014-791ac7dc,390788,EUR,DEBIT,INTERNAL,2026-07-06 16:24:01
INT-0000594,2026-07-06,M004-3f121614,163724,USD,DEBIT,INTERNAL,2026-07-06 19:42:40
INT-0000595,2026-07-06,M020-dc78b4ae,325982,EUR,DEBIT,INTERNAL,2026-07-06 20:33:24
INT-0000596,2026-07-06,M006-e1967f9b,139006,JPY,DEBIT,INTERNAL,2026-07-06 18:32:39
INT-0000597,2026-07-06,M018-7405f508,39042,EUR,DEBIT,INTERNAL,2026-07-06 04:04:23
INT-0000598,2026-07-06,M007-7a4d8baa,1795,JPY,DEBIT,INTERNAL,2026-07-06 09:27:56
INT-0000599,2026-07-06,M017-f072fe6f,387557,GBP,DEBIT,INTERNAL,2026-07-06 21:38:51
INT-0000600,2026-07-06,M004-0a56c206,294756,JPY,DEBIT,INTERNAL,2026-07-06 04:16:16
INT-0000601,2026-07-06,M010-5eb36c86,465239,USD,DEBIT,INTERNAL,2026-07-06 04:12:21
INT-0000602,2026-07-06,M019-78cd3d55,353532,USD,DEBIT,INTERNAL,2026-07-06 15:09:40
INT-0000603,2026-07-06,M009-46f56754,336172,EUR,DEBIT,INTERNAL,2026-07-06 23:11:52
INT-0000604,2026-07-06,M016-27200323,364530,GBP,DEBIT,INTERNAL,2026-07-06 11:37:31
INT-0000605,2026-07-06,M008-bcd51966,278193,JPY,DEBIT,INTERNAL,2026-07-06 12:22:52
INT-0000606,2026-07-06,M013-df72fdd8,476808,JPY,DEBIT,INTERNAL,2026-07-06 08:25:08
INT-0000607,2026-07-06,M014-1efb0f59,372826,GBP,DEBIT,INTERNAL,2026-07-06 18:02:28
INT-0000608,2026-07-06,M016-5eebf8ac,39796,JPY,DEBIT,INTERNAL,2026-07-06 02:34:09
INT-0000609,2026-07-06,M015-2b94baad,328701,USD,DEBIT,INTERNAL,2026-07-06 20:22:02
INT-0000610,2026-07-06,M001-b7cac4e1,70058,EUR,DEBIT,INTERNAL,2026-07-06 07:30:20
INT-0000611,2026-07-06,M020-429bdf9c,175824,EUR,DEBIT,INTERNAL,2026-07-06 01:18:35
INT-0000612,2026-07-06,M012-77f85f36,144992,EUR,DEBIT,INTERNAL,2026-07-06 18:48:17
INT-0000613,2026-07-06,M003-233bf7f2,265541,JPY,DEBIT,INTERNAL,2026-07-06 09:18:35
INT-0000614,2026-07-06,M016-f4156f47,135665,GBP,DEBIT,INTERNAL,2026-07-06 05:29:09
INT-0000615,2026-07-06,M015-87939185,57029,USD,DEBIT,INTERNAL,2026-07-06 14:28:34
INT-0000616,2026-07-06,M005-046b991a,70591,JPY,DEBIT,INTERNAL,2026-07-06 17:06:45
INT-0000617,2026-07-06,M003-e483476e,204235,EUR,DEBIT,INTERNAL,2026-07-06 09:15:42
INT-0000618,2026-07-06,M011-c5548c0f,170290,JPY,DEBIT,INTERNAL,2026-07-06 18:50:41
INT-0000619,2026-07-06,M014-771a22cb,117598,EUR,DEBIT,INTERNAL,2026-07-06 03:48:19
INT-0000620,2026-07-06,M017-3fea2a23,283292,EUR,DEBIT,INTERNAL,2026-07-06 18:30:55
INT-0000621,2026-07-06,M011-1ab3f7f3,123897,USD,DEBIT,INTERNAL,2026-07-06 09:35:27
INT-0000622,2026-07-06,M005-00258863,320566,USD,DEBIT,INTERNAL,2026-07-06 04:52:59
INT-0000623,2026-07-06,M008-6d133751,95604,USD,DEBIT,INTERNAL,2026-07-06 22:05:11
INT-0000624,2026-07-06,M004-cbf172e1,132029,GBP,DEBIT,INTERNAL,2026-07-06 13:47:18
INT-0000625,2026-07-06,M014-d51af040,303221,JPY,DEBIT,INTERNAL,2026-07-06 13:52:07
INT-0000626,2026-07-06,M009-fe293840,280336,GBP,DEBIT,INTERNAL,2026-07-06 21:48:37
INT-0000627,2026-07-06,M008-7ba849b7,401621,JPY,DEBIT,INTERNAL,2026-07-06 18:11:18
INT-0000628,2026-07-06,M019-ae895cb7,14174,USD,DEBIT,INTERNAL,2026-07-06 10:55:06
INT-0000629,2026-07-06,M015-819ffdf0,61865,USD,DEBIT,INTERNAL,2026-07-06 07:54:16
INT-0000630,2026-07-06,M010-fc0ab620,243917,USD,DEBIT,INTERNAL,2026-07-06 01:56:58
INT-0000631,2026-07-06,M016-52c0bc31,486579,GBP,DEBIT,INTERNAL,2026-07-06 09:05:36
INT-0000632,2026-07-06,M020-325628ed,23666,EUR,DEBIT,INTERNAL,2026-07-06 12:33:14
INT-0000633,2026-07-06,M005-b032e3a5,454361,EUR,DEBIT,INTERNAL,2026-07-06 21:07:42
INT-0000634,2026-07-06,M005-6432cbf2,373165,JPY,DEBIT,INTERNAL,2026-07-06 01:40:55
INT-0000635,2026-07-06,M006-a897e8d9,258744,EUR,DEBIT,INTERNAL,2026-07-06 19:40:38
INT-0000636,2026-07-06,M008-fbc28f18,83258,EUR,DEBIT,INTERNAL,2026-07-06 10:47:29
INT-0000637,2026-07-06,M010-f4a1df65,45488,USD,DEBIT,INTERNAL,2026-07-06 03:27:26
INT-0000638,2026-07-06,M016-93ef4c0b,348116,EUR,DEBIT,INTERNAL,2026-07-06 11:16:56
INT-0000639,2026-07-06,M009-5f79e358,343276,USD,DEBIT,INTERNAL,2026-07-06 13:27:24
INT-0000640,2026-07-06,M018-dbb28fde,133952,EUR,DEBIT,INTERNAL,2026-07-06 00:25:02
INT-0000641,2026-07-06,M012-1f871a0a,360348,USD,DEBIT,INTERNAL,2026-07-06 05:19:30
INT-0000642,2026-07-06,M017-b923e7b8,55196,EUR,DEBIT,INTERNAL,2026-07-06 03:35:58
INT-0000643,2026-07-06,M002-6cd9bba6,36587,EUR,DEBIT,INTERNAL,2026-07-06 23:31:30
INT-0000644,2026-07-06,M016-f0661a54,99287,USD,DEBIT,INTERNAL,2026-07-06 13:14:54
INT-0000645,2026-07-06,M012-6e5a2af6,497183,EUR,DEBIT,INTERNAL,2026-07-06 12:52:47
INT-0000646,2026-07-06,M018-ea25bcb2,28061,USD,DEBIT,INTERNAL,2026-07-06 02:14:42
INT-0000647,2026-07-06,M015-8f4642cd,429884,JPY,DEBIT,INTERNAL,2026-07-06 20:07:55
INT-0000648,2026-07-06,M002-d3eddac8,448615,EUR,DEBIT,INTERNAL,2026-07-06 09:28:43
INT-0000649,2026-07-06,M017-b6b1bb59,369461,EUR,DEBIT,INTERNAL,2026-07-06 04:49:35
INT-0000650,2026-07-06,M007-38fda97e,281807,GBP,DEBIT,INTERNAL,2026-07-06 19:25:17
INT-0000651,2026-07-06,M012-93f4b55a,221670,JPY,DEBIT,INTERNAL,2026-07-06 03:07:37
INT-0000652,2026-07-06,M008-e4822fde,437978,EUR,DEBIT,INTERNAL,2026-07-06 06:39:36
INT-0000653,2026-07-06,M012-322c2b9b,496520,JPY,DEBIT,INTERNAL,2026-07-06 13:35:49
INT-0000654,2026-07-06,M009-27be5d04,110534,USD,DEBIT,INTERNAL,2026-07-06 04:40:53
INT-0000655,2026-07-06,M012-ad4d4f86,323354,GBP,DEBIT,INTERNAL,2026-07-06 09:47:37
INT-0000656,2026-07-06,M014-81264a12,434271,GBP,DEBIT,INTERNAL,2026-07-06 20:59:59
INT-0000657,2026-07-06,M017-96176412,197879,EUR,DEBIT,INTERNAL,2026-07-06 06:44:59
INT-0000658,2026-07-06,M018-fac1d1cb,188506,JPY,DEBIT,INTERNAL,2026-07-06 04:06:12
INT-0000659,2026-07-06,M020-1450c057,290164,USD,DEBIT,INTERNAL,2026-07-06 07:17:24
INT-0000660,2026-07-06,M020-50df16f2,294391,USD,DEBIT,INTERNAL,2026-07-06 15:52:23
INT-0000661,2026-07-06,M013-e71e5cf2,307902,USD,DEBIT,INTERNAL,2026-07-06 21:08:59
INT-0000662,2026-07-06,M019-cb78f134,246230,GBP,DEBIT,INTERNAL,2026-07-06 01:35:32
INT-0000663,2026-07-06,M001-ec9d6107,440777,JPY,DEBIT,INTERNAL,2026-07-06 22:38:46
INT-0000664,2026-07-06,M004-724bd0b3,46716,EUR,DEBIT,INTERNAL,2026-07-06 01:20:32
INT-0000665,2026-07-06,M015-3e2fbb32,216408,EUR,DEBIT,INTERNAL,2026-07-06 06:41:49
INT-0000666,2026-07-06,M020-6f4f56a7,190579,EUR,DEBIT,INTERNAL,2026-07-06 16:59:59
INT-0000667,2026-07-06,M010-dc7fdfbf,205973,JPY,DEBIT,INTERNAL,2026-07-06 00:29:42
INT-0000668,2026-07-06,M007-956226b4,151531,GBP,DEBIT,INTERNAL,2026-07-06 19:52:15
INT-0000669,2026-07-06,M003-a596e733,22514,EUR,DEBIT,INTERNAL,2026-07-06 09:53:21
INT-0000670,2026-07-06,M001-e955d524,422156,USD,DEBIT,INTERNAL,2026-07-06 19:58:17
INT-0000671,2026-07-06,M014-082c8f24,148795,USD,DEBIT,INTERNAL,2026-07-06 17:01:02
INT-0000672,2026-07-06,M006-b1462115,164628,USD,DEBIT,INTERNAL,2026-07-06 23:05:51
INT-0000673,2026-07-06,M009-6ba2f4be,365839,USD,DEBIT,INTERNAL,2026-07-06 04:30:43
INT-0000674,2026-07-06,M016-27556a37,90235,USD,DEBIT,INTERNAL,2026-07-06 18:00:16
INT-0000675,2026-07-06,M011-bb2b9b7c,170610,USD,DEBIT,INTERNAL,2026-07-06 02:28:12
INT-0000676,2026-07-06,M019-90482a0f,73972,GBP,DEBIT,INTERNAL,2026-07-06 08:11:19
INT-0000677,2026-07-06,M018-88f657eb,268001,USD,DEBIT,INTERNAL,2026-07-06 05:39:32
INT-0000678,2026-07-06,M001-03ff9e25,140289,GBP,DEBIT,INTERNAL,2026-07-06 20:10:14
INT-0000679,2026-07-06,M005-c028716e,138959,GBP,DEBIT,INTERNAL,2026-07-06 04:02:44
INT-0000680,2026-07-06,M011-cf68f5a8,385811,EUR,DEBIT,INTERNAL,2026-07-06 19:09:34
INT-0000681,2026-07-06,M017-0e9d6be1,349905,EUR,DEBIT,INTERNAL,2026-07-06 18:52:42
INT-0000682,2026-07-06,M009-19d48dbe,432561,JPY,DEBIT,INTERNAL,2026-07-06 05:27:42
INT-0000683,2026-07-06,M018-3208d327,357478,GBP,DEBIT,INTERNAL,2026-07-06 00:23:27
INT-0000684,2026-07-06,M007-2127a74a,438014,GBP,DEBIT,INTERNAL,2026-07-06 19:11:09
INT-0000685,2026-07-06,M015-7f2013e4,71108,EUR,DEBIT,INTERNAL,2026-07-06 03:21:18
INT-0000686,2026-07-06,M005-1c899da3,393342,GBP,DEBIT,INTERNAL,2026-07-06 11:29:05
INT-0000687,2026-07-06,M019-bb23f8ca,151668,USD,DEBIT,INTERNAL,2026-07-06 21:46:32
INT-0000688,2026-07-06,M018-853074b0,148426,JPY,DEBIT,INTERNAL,2026-07-06 10:17:25
INT-0000689,2026-07-06,M018-f27608f4,151453,GBP,DEBIT,INTERNAL,2026-07-06 11:03:26
INT-0000690,2026-07-06,M017-4331f793,484522,GBP,DEBIT,INTERNAL,2026-07-06 03:18:30
INT-0000691,2026-07-06,M003-b7413d49,24909,JPY,DEBIT,INTERNAL,2026-07-06 04:24:10
INT-0000692,2026-07-06,M008-c51a6f88,250362,JPY,DEBIT,INTERNAL,2026-07-06 07:43:02
INT-0000693,2026-07-06,M007-461ee001,3080,JPY,DEBIT,INTERNAL,2026-07-06 14:15:01
INT-0000694,2026-07-06,M004-9b6f9e79,215625,GBP,DEBIT,INTERNAL,2026-07-06 11:25:02
INT-0000695,2026-07-06,M017-9c3a4fde,84185,GBP,DEBIT,INTERNAL,2026-07-06 22:54:29
INT-0000696,2026-07-06,M015-b5b4016a,469307,JPY,DEBIT,INTERNAL,2026-07-06 14:14:07
INT-0000697,2026-07-06,M006-d77a0a80,258979,JPY,DEBIT,INTERNAL,2026-07-06 04:47:57
INT-0000698,2026-07-06,M007-7c400712,472134,GBP,DEBIT,INTERNAL,2026-07-06 09:36:31
INT-0000699,2026-07-06,M014-27557721,324700,EUR,DEBIT,INTERNAL,2026-07-06 21:32:44
INT-0000700,2026-07-06,M003-12942542,99249,EUR,DEBIT,INTERNAL,2026-07-06 06:20:17
INT-0000701,2026-07-06,M010-9a11346c,443779,USD,DEBIT,INTERNAL,2026-07-06 00:03:37
INT-0000702,2026-07-06,M007-1e850681,81692,USD,DEBIT,INTERNAL,2026-07-06 04:34:37
INT-0000703,2026-07-06,M012-b4def16f,5365,JPY,DEBIT,INTERNAL,2026-07-06 05:57:44
INT-0000704,2026-07-06,M011-96e74263,15911,JPY,DEBIT,INTERNAL,2026-07-06 08:03:09
INT-0000705,2026-07-06,M013-f2b305c9,88553,JPY,DEBIT,INTERNAL,2026-07-06 22:10:59
INT-0000706,2026-07-06,M018-46288f9c,425831,EUR,DEBIT,INTERNAL,2026-07-06 05:16:21
INT-0000707,2026-07-06,M003-0a29d223,406794,GBP,DEBIT,INTERNAL,2026-07-06 02:01:15
INT-0000708,2026-07-06,M018-457d4b5c,276730,GBP,DEBIT,INTERNAL,2026-07-06 07:36:16
INT-0000709,2026-07-06,M001-034539a7,219991,USD,DEBIT,INTERNAL,2026-07-06 02:13:03
INT-0000710,2026-07-06,M007-fb15220c,21969,JPY,DEBIT,INTERNAL,2026-07-06 03:21:29
INT-0000711,2026-07-06,M018-0e8d9c1c,489801,GBP,DEBIT,INTERNAL,2026-07-06 09:10:24
INT-0000712,2026-07-06,M005-8c0c1677,209768,USD,DEBIT,INTERNAL,2026-07-06 18:25:15
INT-0000713,2026-07-06,M010-023b2e01,487619,GBP,DEBIT,INTERNAL,2026-07-06 04:19:31
INT-0000714,2026-07-06,M011-20cd5b68,78767,GBP,DEBIT,INTERNAL,2026-07-06 00:21:37
INT-0000715,2026-07-06,M011-e37285fb,496911,JPY,DEBIT,INTERNAL,2026-07-06 15:13:47
INT-0000716,2026-07-06,M016-0961ca8d,258769,JPY,DEBIT,INTERNAL,2026-07-06 08:52:27
INT-0000717,2026-07-06,M005-4b6fada1,220411,GBP,DEBIT,INTERNAL,2026-07-06 19:14:56
INT-0000718,2026-07-06,M005-25c4db18,349254,JPY,DEBIT,INTERNAL,2026-07-06 02:16:25
INT-0000719,2026-07-06,M007-03fda0bd,334430,EUR,DEBIT,INTERNAL,2026-07-06 11:49:27
INT-0000720,2026-07-06,M011-57afbf3d,461295,EUR,DEBIT,INTERNAL,2026-07-06 12:23:04
INT-0000721,2026-07-06,M001-cf23b51d,61416,JPY,DEBIT,INTERNAL,2026-07-06 16:30:25
INT-0000722,2026-07-06,M016-8aaa0729,93057,GBP,DEBIT,INTERNAL,2026-07-06 05:02:54
INT-0000723,2026-07-06,M011-71fd653e,102978,USD,DEBIT,INTERNAL,2026-07-06 20:49:24
INT-0000724,2026-07-06,M019-42f04e68,49783,EUR,DEBIT,INTERNAL,2026-07-06 10:24:00
INT-0000725,2026-07-06,M010-61a01f34,312442,JPY,DEBIT,INTERNAL,2026-07-06 18:52:20
INT-0000726,2026-07-06,M006-86fab38a,13162,JPY,DEBIT,INTERNAL,2026-07-06 02:11:41
INT-0000727,2026-07-06,M002-b7429ef3,391533,EUR,DEBIT,INTERNAL,2026-07-06 02:11:56
INT-0000728,2026-07-06,M015-d8ed7ba1,179035,GBP,DEBIT,INTERNAL,2026-07-06 13:01:47
INT-0000729,2026-07-06,M010-584ae2a4,106071,EUR,DEBIT,INTERNAL,2026-07-06 00:17:12
INT-0000730,2026-07-06,M005-c49312ce,144296,JPY,DEBIT,INTERNAL,2026-07-06 23:42:27
INT-0000731,2026-07-06,M008-7f0f1f2c,274756,GBP,DEBIT,INTERNAL,2026-07-06 06:09:56
INT-0000732,2026-07-06,M017-4d343a8d,282786,GBP,DEBIT,INTERNAL,2026-07-06 08:24:40
INT-0000733,2026-07-06,M013-1a1aac90,275104,USD,DEBIT,INTERNAL,2026-07-06 08:04:29
INT-0000734,2026-07-06,M017-9ccf4a73,200579,JPY,DEBIT,INTERNAL,2026-07-06 09:49:43
INT-0000735,2026-07-06,M014-296ea027,140523,USD,DEBIT,INTERNAL,2026-07-06 14:02:18
INT-0000736,2026-07-06,M005-48aa482d,119929,EUR,DEBIT,INTERNAL,2026-07-06 17:39:37
INT-0000737,2026-07-06,M016-b07f0f5e,491799,GBP,DEBIT,INTERNAL,2026-07-06 14:02:05
INT-0000738,2026-07-06,M016-e6a198c9,58529,GBP,DEBIT,INTERNAL,2026-07-06 08:22:27
INT-0000739,2026-07-06,M003-5c4b7c5e,195895,USD,DEBIT,INTERNAL,2026-07-06 21:27:13
INT-0000740,2026-07-06,M019-03d9f44d,355846,USD,DEBIT,INTERNAL,2026-07-06 00:57:10
INT-0000741,2026-07-06,M015-4f409454,220978,USD,DEBIT,INTERNAL,2026-07-06 23:25:04
INT-0000742,2026-07-06,M002-9039aa09,388477,USD,DEBIT,INTERNAL,2026-07-06 22:31:08
INT-0000743,2026-07-06,M020-a7cb76de,192406,GBP,DEBIT,INTERNAL,2026-07-06 21:23:04
