txn_uid,business_date,txn_ref,net_amount_minor,currency,side,source_system,event_ts
BNK-0000518,2026-07-06,M013-785e55eb,194939,GBP,CREDIT,BANK,2026-07-06 09:49:58
BNK-0000519,2026-07-06,M005-269b873a,399884,JPY,CREDIT,BANK,2026-07-06 23:51:48
BNK-0000520,2026-07-06,M020-edb9f779,7048,GBP,CREDIT,BANK,2026-07-06 14:30:01
BNK-0000521,2026-07-06,M012-c200caf6,300531,JPY,CREDIT,BANK,2026-07-06 00:37:27
BNK-0000522,2026-07-06,M018-f6af0894,256751,EUR,CREDIT,BANK,2026-07-06 22:21:56
BNK-0000523,2026-07-06,M015-f569ca03,149655,EUR,CREDIT,BANK,2026-07-06 08:20:54
BNK-0000524,2026-07-06,M007-93b4398d,90878,EUR,CREDIT,BANK,2026-07-06 11:58:56
BNK-0000525,2026-07-06,M015-a807a7a6,401264,GBP,CREDIT,BANK,2026-07-06 18:20:50
BNK-0000526,2026-07-06,M009-990846b3,12772,GBP,CREDIT,BANK,2026-07-06 09:12:24
BNK-0000527,2026-07-06,M011-d82ef9b1,266621,USD,CREDIT,BANK,2026-07-06 15:48:12
BNK-0000528,2026-07-06,M020-ffa47837,294776,GBP,CREDIT,BANK,2026-07-06 23:30:13
BNK-0000529,2026-07-06,M008-74fbfb16,103510,USD,CREDIT,BANK,2026-07-06 00:42:14
BNK-0000530,2026-07-06,M008-61a128b3,271522,JPY,CREDIT,BANK,2026-07-06 23:00:37
BNK-0000531,2026-07-06,M017-34c496af,416890,EUR,CREDIT,BANK,2026-07-06 07:46:50
BNK-0000532,2026-07-06,M016-6b0ff663,411955,GBP,CREDIT,BANK,2026-07-06 03:59:57
BNK-0000533,2026-07-07,M015-a436ab2d,315183,EUR,CREDIT,BANK,2026-07-07 02:44:02
BNK-0000534,2026-07-06,M010-f8a906f5,422443,JPY,CREDIT,BANK,2026-07-06 12:22:36
BNK-0000535,2026-07-06,M012-2140fe88,98778,JPY,CREDIT,BANK,2026-07-06 02:00:30
BNK-0000536,2026-07-06,M014-84e66740,277180,GBP,CREDIT,BANK,2026-07-06 07:38:16
BNK-0000537,2026-07-06,M019-db0dd13f,69021,GBP,CREDIT,BANK,2026-07-06 20:05:35
BNK-0000538,2026-07-06,M002-ff54c4d8,364692,JPY,CREDIT,BANK,2026-07-06 23:31:33
BNK-0000539,2026-07-06,M008-b356402a,241253,USD,CREDIT,BANK,2026-07-06 20:42:41
BNK-0000540,2026-07-06,M008-512ff6d9,24881,USD,CREDIT,BANK,2026-07-06 06:29:38
BNK-0000541,2026-07-06,M007-ef51b6a3,291097,EUR,CREDIT,BANK,2026-07-06 19:16:50
BNK-0000542,2026-07-06,M015-4180fd14,61703,USD,CREDIT,BANK,2026-07-06 05:28:16
BNK-0000543,2026-07-06,M014-bc4d8b92,226835,USD,CREDIT,BANK,2026-07-06 19:28:56
BNK-0000544,2026-07-06,M011-e53b1704,207405,USD,CREDIT,BANK,2026-07-06 11:25:20
BNK-0000545,2026-07-06,M010-177e8fec,353244,JPY,CREDIT,BANK,2026-07-06 17:04:40
BNK-0000546,2026-07-06,M006-e41d62ef,60212,GBP,CREDIT,BANK,2026-07-06 12:50:24
BNK-0000547,2026-07-06,M020-0dd737ea,52463,EUR,CREDIT,BANK,2026-07-06 15:52:12
BNK-0000548,2026-07-06,M011-5a2a038d,230676,USD,CREDIT,BANK,2026-07-06 09:42:05
BNK-0000549,2026-07-06,M006-e3a65948,442228,GBP,CREDIT,BANK,2026-07-06 07:20:31
BNK-0000550,2026-07-06,M019-98e656e4,234429,GBP,CREDIT,BANK,2026-07-06 02:55:32
BNK-0000551,2026-07-06,M011-cfc4b1d8,207345,EUR,CREDIT,BANK,2026-07-06 19:34:45
BNK-0000552,2026-07-06,M017-c844be64,357789,GBP,CREDIT,BANK,2026-07-06 21:13:10
BNK-0000553,2026-07-06,M011-5282639f,1696,GBP,CREDIT,BANK,2026-07-06 15:24:29
BNK-0000554,2026-07-06,M008-b1310582,432658,GBP,CREDIT,BANK,2026-07-06 23:36:55
BNK-0000555,2026-07-06,M019-fae1983c,101130,JPY,CREDIT,BANK,2026-07-06 09:02:01
BNK-0000556,2026-07-08,M012-6a988271,372097,GBP,CREDIT,BANK,2026-07-08 01:44:16
BNK-0000557,2026-07-06,M012-a8759535,343228,EUR,CREDIT,BANK,2026-07-06 22:34:09
BNK-0000558,2026-07-06,M005-e51b20a4,468827,JPY,CREDIT,BANK,2026-07-06 02:59:03
BNK-0000559,2026-07-06,M005-5d49a54e,154576,GBP,CREDIT,BANK,2026-07-06 06:47:56
BNK-0000560,2026-07-06,M013-c4a7cb2a,66732,EUR,CREDIT,BANK,2026-07-06 19:27:21
BNK-0000561,2026-07-06,M015-3834aad0,401423,USD,CREDIT,BANK,2026-07-06 10:36:34
BNK-0000562,2026-07-06,M004-8a1483bb,370244,EUR,CREDIT,BANK,2026-07-06 04:41:03
BNK-0000563,2026-07-06,M005-1a9a3a1b,241604,JPY,CREDIT,BANK,2026-07-06 19:32:38
BNK-0000564,2026-07-06,M017-be842926,358572,JPY,CREDIT,BANK,2026-07-06 09:20:27
BNK-0000565,2026-07-06,M014-95d24734,21298,USD,CREDIT,BANK,2026-07-06 09:51:23
BNK-0000566,2026-07-06,M015-17074c45,488142,USD,CREDIT,BANK,2026-07-06 17:01:40
BNK-0000567,2026-07-06,M019-07a9f1bd,251195,JPY,CREDIT,BANK,2026-07-06 07:04:28
BNK-0000568,2026-07-06,M020-a0f40afc,67847,JPY,CREDIT,BANK,2026-07-06 05:45:09
BNK-0000569,2026-07-06,M001-f22ca78e,23850,JPY,CREDIT,BANK,2026-07-06 14:36:25
BNK-0000570,2026-07-06,M015-bf6d2d3b,304214,JPY,CREDIT,BANK,2026-07-06 21:54:31
BNK-0000571,2026-07-06,M018-7777a0c8,482170,JPY,CREDIT,BANK,2026-07-06 21:19:50
BNK-0000572,2026-07-06,M001-c95fee9c,157694,JPY,CREDIT,BANK,2026-07-06 17:46:46
BNK-0000573,2026-07-06,M006-578b3a0b,447718,USD,CREDIT,BANK,2026-07-06 09:45:05
BNK-0000574,2026-07-06,M013-aa94502e,496095,USD,CREDIT,BANK,2026-07-06 01:54:11
BNK-0000575,2026-07-06,M011-30b6d8a8,491253,EUR,CREDIT,BANK,2026-07-06 12:41:20
BNK-0000576,2026-07-06,M003-b2c80bd0,365272,GBP,CREDIT,BANK,2026-07-06 17:44:02
BNK-0000577,2026-07-07,M009-17e3a28b,192725,USD,CREDIT,BANK,2026-07-07 14:35:58
BNK-0000578,2026-07-06,M015-58af8d62,416696,JPY,CREDIT,BANK,2026-07-06 01:11:34
BNK-0000579,2026-07-06,M001-a5dd9d60,76909,USD,CREDIT,BANK,2026-07-06 14:28:02
BNK-0000580,2026-07-06,M018-e500ba01,67313,EUR,CREDIT,BANK,2026-07-06 21:07:14
BNK-0000581,2026-07-06,M008-e6273773,308463,EUR,CREDIT,BANK,2026-07-06 13:46:28
BNK-0000582,2026-07-06,M004-f5cf5ace,228246,GBP,CREDIT,BANK,2026-07-06 22:34:22
BNK-0000583,2026-07-06,M004-f327b42d,237662,USD,CREDIT,BANK,2026-07-06 10:00:41
BNK-0000584,2026-07-06,M016-df5e935a,359608,JPY,CREDIT,BANK,2026-07-06 05:06:50
BNK-0000586,2026-07-06,M010-ee0c21d6,250016,USD,CREDIT,BANK,2026-07-06 01:17:28
BNK-0000587,2026-07-06,M007-6b68607a,217098,GBP,CREDIT,BANK,2026-07-06 23:40:42
BNK-0000588,2026-07-06,M017-030cdeb0,19349,USD,CREDIT,BANK,2026-07-06 11:10:55
BNK-0000589,2026-07-06,M020-15ea8e09,74309,JPY,CREDIT,BANK,2026-07-06 18:52:17
BNK-0000590,2026-07-06,M012-e0d3f238,35647,USD,CREDIT,BANK,2026-07-06 09:27:12
BNK-0000591,2026-07-06,M013-0d502577,63306,EUR,CREDIT,BANK,2026-07-06 15:41:23
BNK-0000592,2026-07-06,M011-bd4f6906,451080,JPY,CREDIT,BANK,2026-07-06 00:46:37
BNK-0000593,2026-07-06,M014-791ac7dc,390488,EUR,CREDIT,BANK,2026-07-06 23:06:55
BNK-0000594,2026-07-06,M004-3f121614,163424,USD,CREDIT,BANK,2026-07-06 18:18:08
BNK-0000595,2026-07-06,M020-dc78b4ae,325682,EUR,CREDIT,BANK,2026-07-06 11:00:26
BNK-0000596,2026-07-06,M006-e1967f9b,138606,JPY,CREDIT,BANK,2026-07-06 05:53:31
BNK-0000597,2026-07-06,M018-7405f508,38742,EUR,CREDIT,BANK,2026-07-06 09:45:19
BNK-0000598,2026-07-06,M007-7a4d8baa,1743,JPY,CREDIT,BANK,2026-07-06 04:32:27
BNK-0000599,2026-07-06,M017-f072fe6f,387307,GBP,CREDIT,BANK,2026-07-06 20:20:17
BNK-0000600,2026-07-06,M004-0a56c206,294356,JPY,CREDIT,BANK,2026-07-06 23:08:01
BNK-0000601,2026-07-06,M010-5eb36c86,464939,USD,CREDIT,BANK,2026-07-06 23:04:01
BNK-0000602,2026-07-06,M019-78cd3d55,353232,USD,CREDIT,BANK,2026-07-06 16:30:46
BNK-0000603,2026-07-06,M009-46f56754,335872,EUR,CREDIT,BANK,2026-07-06 11:05:41
BNK-0000604,2026-07-06,M016-27200323,364280,GBP,CREDIT,BANK,2026-07-06 13:01:05
BNK-0000605,2026-07-06,M008-bcd51966,277793,JPY,CREDIT,BANK,2026-07-06 17:10:27
BNK-0000606,2026-07-06,M013-df72fdd8,476408,JPY,CREDIT,BANK,2026-07-06 13:43:09
BNK-0000607,2026-07-06,M014-1efb0f59,372576,GBP,CREDIT,BANK,2026-07-06 21:13:30
BNK-0000608,2026-07-06,M016-5eebf8ac,39396,JPY,CREDIT,BANK,2026-07-06 09:15:38
BNK-0000609,2026-07-06,M015-2b94baad,328401,USD,CREDIT,BANK,2026-07-06 21:35:44
BNK-0000610,2026-07-06,M001-b7cac4e1,69758,EUR,CREDIT,BANK,2026-07-06 04:33:48
BNK-0000611,2026-07-06,M020-429bdf9c,175524,EUR,CREDIT,BANK,2026-07-06 19:52:48
BNK-0000612,2026-07-06,M012-77f85f36,144692,EUR,CREDIT,BANK,2026-07-06 22:47:18
BNK-0000613,2026-07-06,M003-233bf7f2,265141,JPY,CREDIT,BANK,2026-07-06 07:38:17
BNK-0000614,2026-07-06,M016-f4156f47,135415,GBP,CREDIT,BANK,2026-07-06 17:37:34
BNK-0000615,2026-07-06,M015-87939185,56729,USD,CREDIT,BANK,2026-07-06 23:49:28
BNK-0000616,2026-07-06,M005-046b991a,70191,JPY,CREDIT,BANK,2026-07-06 02:47:21
BNK-0000617,2026-07-06,M003-e483476e,203935,EUR,CREDIT,BANK,2026-07-06 03:55:25
BNK-0000618,2026-07-07,M011-c5548c0f,169890,JPY,CREDIT,BANK,2026-07-07 21:28:41
BNK-0000619,2026-07-07,M014-771a22cb,117298,EUR,CREDIT,BANK,2026-07-07 16:15:11
BNK-0000620,2026-07-06,M017-3fea2a23,282992,EUR,CREDIT,BANK,2026-07-06 08:56:14
BNK-0000621,2026-07-06,M011-1ab3f7f3,123597,USD,CREDIT,BANK,2026-07-06 03:52:12
BNK-0000622,2026-07-08,M005-00258863,320266,USD,CREDIT,BANK,2026-07-08 10:47:22
BNK-0000623,2026-07-06,M008-6d133751,95304,USD,CREDIT,BANK,2026-07-06 09:56:50
BNK-0000624,2026-07-06,M004-cbf172e1,131779,GBP,CREDIT,BANK,2026-07-06 15:35:55
BNK-0000625,2026-07-06,M014-d51af040,302821,JPY,CREDIT,BANK,2026-07-06 17:37:37
BNK-0000626,2026-07-06,M009-fe293840,280086,GBP,CREDIT,BANK,2026-07-06 21:22:58
BNK-0000627,2026-07-06,M008-7ba849b7,401221,JPY,CREDIT,BANK,2026-07-06 19:59:36
BNK-0000628,2026-07-06,M019-ae895cb7,13874,USD,CREDIT,BANK,2026-07-06 01:18:50
BNK-0000629,2026-07-06,M015-819ffdf0,61565,USD,CREDIT,BANK,2026-07-06 00:38:55
BNK-0000630,2026-07-06,M010-fc0ab620,243617,USD,CREDIT,BANK,2026-07-06 04:03:07
BNK-0000631,2026-07-06,M016-52c0bc31,486329,GBP,CREDIT,BANK,2026-07-06 02:50:24
BNK-0000632,2026-07-06,M020-325628ed,23366,EUR,CREDIT,BANK,2026-07-06 07:16:49
BNK-0000633,2026-07-06,M005-b032e3a5,454061,EUR,CREDIT,BANK,2026-07-06 08:27:51
BNK-0000634,2026-07-06,M005-6432cbf2,372765,JPY,CREDIT,BANK,2026-07-06 22:21:34
BNK-0000635,2026-07-06,M006-a897e8d9,258444,EUR,CREDIT,BANK,2026-07-06 03:10:58
BNK-0000636,2026-07-06,M008-fbc28f18,82958,EUR,CREDIT,BANK,2026-07-06 13:12:02
BNK-0000637,2026-07-06,M010-f4a1df65,45188,USD,CREDIT,BANK,2026-07-06 05:54:38
BNK-0000638,2026-07-06,M016-93ef4c0b,347816,EUR,CREDIT,BANK,2026-07-06 16:11:12
BNK-0000639,2026-07-06,M009-5f79e358,342976,USD,CREDIT,BANK,2026-07-06 06:02:11
BNK-0000641,2026-07-06,M012-1f871a0a,360048,USD,CREDIT,BANK,2026-07-06 08:59:40
BNK-0000642,2026-07-06,M017-b923e7b8,54896,EUR,CREDIT,BANK,2026-07-06 22:46:34
BNK-0000643,2026-07-06,M002-6cd9bba6,36287,EUR,CREDIT,BANK,2026-07-06 21:21:00
BNK-0000644,2026-07-06,M016-f0661a54,98987,USD,CREDIT,BANK,2026-07-06 17:49:45
BNK-0000645,2026-07-06,M012-6e5a2af6,496883,EUR,CREDIT,BANK,2026-07-06 03:02:18
BNK-0000646,2026-07-06,M018-ea25bcb2,27761,USD,CREDIT,BANK,2026-07-06 03:32:34
BNK-0000647,2026-07-06,M015-8f4642cd,429484,JPY,CREDIT,BANK,2026-07-06 18:55:45
BNK-0000649,2026-07-06,M017-b6b1bb59,369161,EUR,CREDIT,BANK,2026-07-06 01:31:11
BNK-0000650,2026-07-06,M007-38fda97e,281557,GBP,CREDIT,BANK,2026-07-06 21:42:19
BNK-0000651,2026-07-06,M012-93f4b55a,221270,JPY,CREDIT,BANK,2026-07-06 10:38:37
BNK-0000652,2026-07-06,M008-e4822fde,437678,EUR,CREDIT,BANK,2026-07-06 16:54:29
BNK-0000653,2026-07-06,M012-322c2b9b,496120,JPY,CREDIT,BANK,2026-07-06 19:06:10
BNK-0000654,2026-07-06,M009-27be5d04,110234,USD,CREDIT,BANK,2026-07-06 11:43:09
BNK-0000655,2026-07-06,M012-ad4d4f86,323104,GBP,CREDIT,BANK,2026-07-06 20:13:06
BNK-0000656,2026-07-06,M014-81264a12,434021,GBP,CREDIT,BANK,2026-07-06 11:35:22
BNK-0000657,2026-07-06,M017-96176412,197579,EUR,CREDIT,BANK,2026-07-06 20:45:20
BNK-0000658,2026-07-06,M018-fac1d1cb,188106,JPY,CREDIT,BANK,2026-07-06 02:04:30
BNK-0000659,2026-07-06,M020-1450c057,289864,USD,CREDIT,BANK,2026-07-06 02:23:28
BNK-0000660,2026-07-06,M020-50df16f2,294091,USD,CREDIT,BANK,2026-07-06 08:29:05
BNK-0000661,2026-07-06,M013-e71e5cf2,307602,USD,CREDIT,BANK,2026-07-06 19:03:08
BNK-0000662,2026-07-06,M019-cb78f134,245980,GBP,CREDIT,BANK,2026-07-06 19:58:06
BNK-0000663,2026-07-06,M001-ec9d6107,440377,JPY,CREDIT,BANK,2026-07-06 03:35:07
BNK-0000664,2026-07-06,M004-724bd0b3,46416,EUR,CREDIT,BANK,2026-07-06 18:17:57
BNK-0000665,2026-07-06,M015-3e2fbb32,216108,EUR,CREDIT,BANK,2026-07-06 14:28:26
BNK-0000666,2026-07-06,M020-6f4f56a7,190279,EUR,CREDIT,BANK,2026-07-06 06:53:33
BNK-0000667,2026-07-06,M010-dc7fdfbf,205573,JPY,CREDIT,BANK,2026-07-06 15:43:08
BNK-0000668,2026-07-06,M007-956226b4,151281,GBP,CREDIT,BANK,2026-07-06 12:38:23
BNK-0000669,2026-07-06,M003-a596e733,22214,EUR,CREDIT,BANK,2026-07-06 18:25:50
BNK-0000671,2026-07-06,M014-082c8f24,148495,USD,CREDIT,BANK,2026-07-06 13:22:05
BNK-0000672,2026-07-06,M006-b1462115,164328,USD,CREDIT,BANK,2026-07-06 05:53:01
BNK-0000673,2026-07-06,M009-6ba2f4be,365539,USD,CREDIT,BANK,2026-07-06 10:28:22
BNK-0000674,2026-07-06,M016-27556a37,89935,USD,CREDIT,BANK,2026-07-06 01:12:53
BNK-0000675,2026-07-06,M011-bb2b9b7c,170310,USD,CREDIT,BANK,2026-07-06 22:52:47
BNK-0000676,2026-07-06,M019-90482a0f,73722,GBP,CREDIT,BANK,2026-07-06 07:59:26
BNK-0000677,2026-07-06,M018-88f657eb,267701,USD,CREDIT,BANK,2026-07-06 06:45:33
BNK-0000678,2026-07-06,M001-03ff9e25,140039,GBP,CREDIT,BANK,2026-07-06 22:11:55
BNK-0000679,2026-07-06,M005-c028716e,138709,GBP,CREDIT,BANK,2026-07-06 06:57:58
BNK-0000680,2026-07-06,M011-cf68f5a8,385511,EUR,CREDIT,BANK,2026-07-06 09:01:49
BNK-0000681,2026-07-06,M017-0e9d6be1,349605,EUR,CREDIT,BANK,2026-07-06 02:42:02
BNK-0000682,2026-07-06,M009-19d48dbe,432161,JPY,CREDIT,BANK,2026-07-06 08:56:11
BNK-0000683,2026-07-06,M018-3208d327,357228,GBP,CREDIT,BANK,2026-07-06 23:57:56
BNK-0000684,2026-07-06,M007-2127a74a,437764,GBP,CREDIT,BANK,2026-07-06 04:04:48
BNK-0000685,2026-07-06,M015-7f2013e4,70808,EUR,CREDIT,BANK,2026-07-06 01:55:53
BNK-0000686,2026-07-06,M005-1c899da3,393092,GBP,CREDIT,BANK,2026-07-06 05:06:35
BNK-0000687,2026-07-06,M019-bb23f8ca,151368,USD,CREDIT,BANK,2026-07-06 19:07:05
BNK-0000688,2026-07-06,M018-853074b0,148026,JPY,CREDIT,BANK,2026-07-06 02:30:15
BNK-0000689,2026-07-06,M018-f27608f4,151203,GBP,CREDIT,BANK,2026-07-06 03:55:28
BNK-0000690,2026-07-06,M017-4331f793,484272,GBP,CREDIT,BANK,2026-07-06 05:11:49
BNK-0000691,2026-07-06,M003-b7413d49,24509,JPY,CREDIT,BANK,2026-07-06 23:29:44
BNK-0000692,2026-07-06,M008-c51a6f88,249962,JPY,CREDIT,BANK,2026-07-06 02:08:00
BNK-0000693,2026-07-06,M007-461ee001,2991,JPY,CREDIT,BANK,2026-07-06 22:47:54
BNK-0000694,2026-07-06,M004-9b6f9e79,215375,GBP,CREDIT,BANK,2026-07-06 00:36:24
BNK-0000695,2026-07-06,M017-9c3a4fde,83935,GBP,CREDIT,BANK,2026-07-06 21:43:45
BNK-0000696,2026-07-06,M015-b5b4016a,468907,JPY,CREDIT,BANK,2026-07-06 00:44:02
BNK-0000697,2026-07-06,M006-d77a0a80,258579,JPY,CREDIT,BANK,2026-07-06 21:12:36
BNK-0000698,2026-07-06,M007-7c400712,471884,GBP,CREDIT,BANK,2026-07-06 00:05:16
BNK-0000699,2026-07-06,M014-27557721,324400,EUR,CREDIT,BANK,2026-07-06 00:28:19
BNK-0000700,2026-07-06,M003-12942542,98949,EUR,CREDIT,BANK,2026-07-06 18:09:52
BNK-0000701,2026-07-06,M010-9a11346c,443479,USD,CREDIT,BANK,2026-07-06 05:28:16
BNK-0000702,2026-07-06,M007-1e850681,81392,USD,CREDIT,BANK,2026-07-06 02:52:05
BNK-0000703,2026-07-06,M012-b4def16f,5210,JPY,CREDIT,BANK,2026-07-06 01:43:14
BNK-0000704,2026-07-06,M011-96e74263,15511,JPY,CREDIT,BANK,2026-07-06 14:49:17
BNK-0000705,2026-07-06,M013-f2b305c9,88153,JPY,CREDIT,BANK,2026-07-06 01:53:57
BNK-0000706,2026-07-06,M018-46288f9c,425531,EUR,CREDIT,BANK,2026-07-06 11:43:40
BNK-0000707,2026-07-06,M003-0a29d223,406544,GBP,CREDIT,BANK,2026-07-06 06:59:33
BNK-0000708,2026-07-06,M018-457d4b5c,276480,GBP,CREDIT,BANK,2026-07-06 06:21:07
BNK-0000709,2026-07-06,M001-034539a7,219691,USD,CREDIT,BANK,2026-07-06 22:07:03
BNK-0000710,2026-07-06,M007-fb15220c,21569,JPY,CREDIT,BANK,2026-07-06 03:48:20
BNK-0000711,2026-07-08,M018-0e8d9c1c,489551,GBP,CREDIT,BANK,2026-07-08 01:28:59
BNK-0000712,2026-07-06,M005-8c0c1677,209468,USD,CREDIT,BANK,2026-07-06 23:01:19
BNK-0000713,2026-07-06,M010-023b2e01,487369,GBP,CREDIT,BANK,2026-07-06 13:12:57
BNK-0000714,2026-07-06,M011-20cd5b68,78517,GBP,CREDIT,BANK,2026-07-06 05:13:37
BNK-0000715,2026-07-06,M011-e37285fb,496511,JPY,CREDIT,BANK,2026-07-06 23:48:27
BNK-0000716,2026-07-06,M016-0961ca8d,258369,JPY,CREDIT,BANK,2026-07-06 02:01:14
BNK-0000717,2026-07-06,M005-4b6fada1,220161,GBP,CREDIT,BANK,2026-07-06 04:42:32
BNK-0000718,2026-07-06,M005-25c4db18,348854,JPY,CREDIT,BANK,2026-07-06 07:10:16
BNK-0000719,2026-07-06,M007-03fda0bd,334130,EUR,CREDIT,BANK,2026-07-06 19:42:41
BNK-0000720,2026-07-06,M011-57afbf3d,460995,EUR,CREDIT,BANK,2026-07-06 09:42:11
BNK-0000721,2026-07-06,M001-cf23b51d,61016,JPY,CREDIT,BANK,2026-07-06 16:25:18
BNK-0000722,2026-07-06,M016-8aaa0729,92807,GBP,CREDIT,BANK,2026-07-06 05:11:51
BNK-0000723,2026-07-06,M011-71fd653e,102678,USD,CREDIT,BANK,2026-07-06 00:43:39
BNK-0000724,2026-07-06,M019-42f04e68,49483,EUR,CREDIT,BANK,2026-07-06 19:59:41
BNK-0000725,2026-07-06,M010-61a01f34,312042,JPY,CREDIT,BANK,2026-07-06 04:14:06
BNK-0000727,2026-07-06,M002-b7429ef3,391233,EUR,CREDIT,BANK,2026-07-06 15:43:01
BNK-0000728,2026-07-06,M015-d8ed7ba1,178785,GBP,CREDIT,BANK,2026-07-06 21:16:23
BNK-0000729,2026-07-06,M010-584ae2a4,105771,EUR,CREDIT,BANK,2026-07-06 14:00:55
BNK-0000730,2026-07-06,M005-c49312ce,143896,JPY,CREDIT,BANK,2026-07-06 14:31:24
BNK-0000731,2026-07-06,M008-7f0f1f2c,274506,GBP,CREDIT,BANK,2026-07-06 02:18:05
BNK-0000732,2026-07-06,M017-4d343a8d,282536,GBP,CREDIT,BANK,2026-07-06 10:49:20
BNK-0000733,2026-07-06,M013-1a1aac90,274804,USD,CREDIT,BANK,2026-07-06 19:53:34
BNK-0000734,2026-07-06,M017-9ccf4a73,200179,JPY,CREDIT,BANK,2026-07-06 19:48:04
BNK-0000735,2026-07-06,M014-296ea027,140223,USD,CREDIT,BANK,2026-07-06 12:11:54
BNK-0000736,2026-07-06,M005-48aa482d,119629,EUR,CREDIT,BANK,2026-07-06 08:43:05
BNK-0000737,2026-07-06,M016-b07f0f5e,491549,GBP,CREDIT,BANK,2026-07-06 00:47:01
BNK-0000738,2026-07-06,M016-e6a198c9,58279,GBP,CREDIT,BANK,2026-07-06 13:56:43
BNK-0000739,2026-07-06,M003-5c4b7c5e,195595,USD,CREDIT,BANK,2026-07-06 21:09:25
BNK-0000740,2026-07-06,M019-03d9f44d,355546,USD,CREDIT,BANK,2026-07-06 21:42:01
BNK-0000741,2026-07-06,M015-4f409454,220678,USD,CREDIT,BANK,2026-07-06 17:58:37
BNK-0000742,2026-07-06,M002-9039aa09,388177,USD,CREDIT,BANK,2026-07-06 13:50:23
BNK-0000743,2026-07-06,M020-a7cb76de,192156,GBP,CREDIT,BANK,2026-07-06 06:05:54
BNK-0000744,2026-07-06,M005-c8dbb4c5,115846,JPY,CREDIT,BANK,2026-07-06 02:17:06
BNK-0000745,2026-07-06,M012-9e90b0af,81740,USD,CREDIT,BANK,2026-07-06 16:40:02
BNK-0000746,2026-07-06,M005-5dfafffa,395654,JPY,CREDIT,BANK,2026-07-06 16:32:37
BNK-0000747,2026-07-06,M007-03cbd192,357081,JPY,CREDIT,BANK,2026-07-06 17:15:56
BNK-0000748,2026-07-06,M019-1ed3646f,189781,EUR,CREDIT,BANK,2026-07-06 05:06:05
BNK-0000749,2026-07-06,M012-df7571ca,422001,JPY,CREDIT,BANK,2026-07-06 05:33:30
BNK-0000750,2026-07-06,M007-38709027,439132,GBP,CREDIT,BANK,2026-07-06 00:33:02
BNK-0000751,2026-07-06,M013-e7bd9ba4,204606,JPY,CREDIT,BANK,2026-07-06 02:09:20
BNK-0000752,2026-07-06,M002-94cf783e,42019,EUR,CREDIT,BANK,2026-07-06 05:05:26
BNK-0000753,2026-07-06,M006-8511a8b6,397275,USD,CREDIT,BANK,2026-07-06 06:17:23
BNK-0000754,2026-07-06,M013-2dd0ddb7,16802,EUR,CREDIT,BANK,2026-07-06 20:30:58
BNK-0000755,2026-07-07,M020-5d4f6968,5379,EUR,CREDIT,BANK,2026-07-07 02:33:00
BNK-0000756,2026-07-06,M010-5e92b2ab,166453,GBP,CREDIT,BANK,2026-07-06 10:17:45
BNK-0000757,2026-07-06,M018-df341aa2,152902,EUR,CREDIT,BANK,2026-07-06 21:31:41
BNK-0000758,2026-07-06,M005-d12b1eaf,84312,USD,CREDIT,BANK,2026-07-06 10:21:45
BNK-0000759,2026-07-06,M010-bbadc62b,295386,JPY,CREDIT,BANK,2026-07-06 03:51:39
BNK-0000760,2026-07-06,M007-373f677f,115769,JPY,CREDIT,BANK,2026-07-06 02:13:43
BNK-0000761,2026-07-06,M010-ce6ef2c6,468266,GBP,CREDIT,BANK,2026-07-06 07:31:54
BNK-0000762,2026-07-06,M010-6cf8f891,303765,JPY,CREDIT,BANK,2026-07-06 18:40:02
BNK-0000763,2026-07-06,M008-2233fed3,456407,JPY,CREDIT,BANK,2026-07-06 08:19:12
BNK-0000764,2026-07-06,M011-2e38e107,281493,EUR,CREDIT,BANK,2026-07-06 06:48:00
BNK-0000765,2026-07-06,M015-3612a5c7,47535,EUR,CREDIT,BANK,2026-07-06 14:58:37
BNK-0000766,2026-07-06,M004-aeae08b2,449150,EUR,CREDIT,BANK,2026-07-06 18:17:10
BNK-0000767,2026-07-06,M001-5e53a224,444044,EUR,CREDIT,BANK,2026-07-06 21:46:59
BNK-0000768,2026-07-06,M016-3ad1f4c1,314823,EUR,CREDIT,BANK,2026-07-06 07:10:33
BNK-0000769,2026-07-06,M002-4596b72d,107283,GBP,CREDIT,BANK,2026-07-06 20:48:07
BNK-0000770,2026-07-06,M012-d8192419,152782,GBP,CREDIT,BANK,2026-07-06 21:31:15
BNK-0000771,2026-07-06,M014-93c3e0c5,168992,USD,CREDIT,BANK,2026-07-06 09:43:18
BNK-0000772,2026-07-06,M004-3acd6d05,35457,JPY,CREDIT,BANK,2026-07-06 08:43:54
BNK-0000773,2026-07-06,M020-a1091484,467872,GBP,CREDIT,BANK,2026-07-06 05:28:22
BNK-0000774,2026-07-06,M004-298dfe19,88574,GBP,CREDIT,BANK,2026-07-06 21:14:45
BNK-0000775,2026-07-06,M016-171d34b5,463526,GBP,CREDIT,BANK,2026-07-06 03:54:20
BNK-0000776,2026-07-06,M013-3213b6e3,234364,USD,CREDIT,BANK,2026-07-06 15:29:48
BNK-0000777,2026-07-06,M010-d2bd4b25,358907,JPY,CREDIT,BANK,2026-07-06 00:20:37
BNK-0000778,2026-07-06,M005-a16d3466,285340,JPY,CREDIT,BANK,2026-07-06 03:47:01
