txn_uid,source_system,leg,expected_class,expected_counterpart_ref,expects_hungarian,greedy_differs,trap_group_id,trap_assert,dense_block_id
INT-0000597,INTERNAL,PROCESSOR,MATCHED,M018-7405f508,false,false,,,
INT-0000598,INTERNAL,BANK,MATCHED,M007-7a4d8baa,false,false,,,
INT-0000598,INTERNAL,PROCESSOR,MATCHED,M007-7a4d8baa,false,false,,,
INT-0000599,INTERNAL,BANK,MATCHED,M017-f072fe6f,false,false,,,
INT-0000599,INTERNAL,PROCESSOR,MATCHED,M017-f072fe6f,false,false,,,
INT-0000600,INTERNAL,BANK,MATCHED,M004-0a56c206,false,false,,,
INT-0000600,INTERNAL,PROCESSOR,MATCHED,M004-0a56c206,false,false,,,
INT-0000601,INTERNAL,BANK,MATCHED,M010-5eb36c86,false,false,,,
INT-0000601,INTERNAL,PROCESSOR,MATCHED,M010-5eb36c86,false,false,,,
INT-0000602,INTERNAL,BANK,MATCHED,M019-78cd3d55,false,false,,,
INT-0000602,INTERNAL,PROCESSOR,MATCHED,M019-78cd3d55,false,false,,,
INT-0000603,INTERNAL,BANK,MATCHED,M009-46f56754,false,false,,,
INT-0000603,INTERNAL,PROCESSOR,MATCHED,M009-46f56754,false,false,,,
INT-0000604,INTERNAL,BANK,MATCHED,M016-27200323,false,false,,,
INT-0000604,INTERNAL,PROCESSOR,MATCHED,M016-27200323,false,false,,,
INT-0000605,INTERNAL,BANK,MATCHED,M008-bcd51966,false,false,,,
INT-0000605,INTERNAL,PROCESSOR,MATCHED,M008-bcd51966,false,false,,,
INT-0000606,INTERNAL,BANK,MATCHED,M013-df72fdd8,false,false,,,
INT-0000606,INTERNAL,PROCESSOR,MATCHED,M013-df72fdd8,false,false,,,
INT-0000607,INTERNAL,BANK,MATCHED,M014-1efb0f59,false,false,,,
INT-0000607,INTERNAL,PROCESSOR,MATCHED,M014-1efb0f59,false,false,,,
INT-0000608,INTERNAL,BANK,MATCHED,M016-5eebf8ac,false,false,,,
INT-0000608,INTERNAL,PROCESSOR,MATCHED,M016-5eebf8ac,false,false,,,
INT-0000609,INTERNAL,BANK,MATCHED,M015-2b94baad,false,false,,,
INT-0000609,INTERNAL,PROCESSOR,MATCHED,M015-2b94baad,false,false,,,
INT-0000610,INTERNAL,BANK,MATCHED,M001-b7cac4e1,false,false,,,
INT-0000610,INTERNAL,PROCESSOR,MATCHED,M001-b7cac4e1,false,false,,,
INT-0000611,INTERNAL,BANK,MATCHED,M020-429bdf9c,false,false,,,
INT-0000611,INTERNAL,PROCESSOR,MATCHED,M020-429bdf9c,false,false,,,
INT-0000612,INTERNAL,BANK,MATCHED,M012-77f85f36,false,false,,,
INT-0000612,INTERNAL,PROCESSOR,MATCHED,M012-77f85f36,false,false,,,
INT-0000613,INTERNAL,BANK,MATCHED,M003-233bf7f2,false,false,,,
INT-0000613,INTERNAL,PROCESSOR,MATCHED,M003-233bf7f2,false,false,,,
INT-0000614,INTERNAL,BANK,MATCHED,M016-f4156f47,false,false,,,
INT-0000614,INTERNAL,PROCESSOR,MATCHED,M016-f4156f47,false,false,,,
INT-0000615,INTERNAL,BANK,MATCHED,M015-87939185,false,false,,,
INT-0000615,INTERNAL,PROCESSOR,MATCHED,M015-87939185,false,false,,,
INT-0000616,INTERNAL,BANK,MATCHED,M005-046b991a,false,false,,,
INT-0000616,INTERNAL,PROCESSOR,MATCHED,M005-046b991a,false,false,,,
INT-0000617,INTERNAL,BANK,MATCHED,M003-e483476e,false,false,,,
INT-0000617,INTERNAL,PROCESSOR,MATCHED,M003-e483476e,false,false,,,
INT-0000618,INTERNAL,BANK,TIMING_DIFFERENCE,M011-c5548c0f,false,false,,,
INT-0000618,INTERNAL,PROCESSOR,MATCHED,M011-c5548c0f,false,false,,,
INT-0000619,INTERNAL,BANK,TIMING_DIFFERENCE,M014-771a22cb,false,false,,,
INT-0000619,INTERNAL,PROCESSOR,MATCHED,M014-771a22cb,false,false,,,
INT-0000620,INTERNAL,BANK,MATCHED,M017-3fea2a23,false,false,,,
INT-0000620,INTERNAL,PROCESSOR,MATCHED,M017-3fea2a23,false,false,,,
INT-0000621,INTERNAL,BANK,MATCHED,M011-1ab3f7f3,false,false,,,
INT-0000621,INTERNAL,PROCESSOR,MATCHED,M011-1ab3f7f3,false,false,,,
INT-0000622,INTERNAL,BANK,TIMING_DIFFERENCE,M005-00258863,false,false,,,
INT-0000622,INTERNAL,PROCESSOR,MATCHED,M005-00258863,false,false,,,
INT-0000623,INTERNAL,BANK,MATCHED,M008-6d133751,false,false,,,
INT-0000623,INTERNAL,PROCESSOR,MATCHED,M008-6d133751,false,false,,,
INT-0000624,INTERNAL,BANK,MATCHED,M004-cbf172e1,false,false,,,
INT-0000624,INTERNAL,PROCESSOR,MATCHED,M004-cbf172e1,false,false,,,
INT-0000625,INTERNAL,BANK,MATCHED,M014-d51af040,false,false,,,
INT-0000625,INTERNAL,PROCESSOR,MATCHED,M014-d51af040,false,false,,,
INT-0000626,INTERNAL,BANK,MATCHED,M009-fe293840,false,false,,,
INT-0000626,INTERNAL,PROCESSOR,MATCHED,M009-fe293840,false,false,,,
INT-0000627,INTERNAL,BANK,MATCHED,M008-7ba849b7,false,false,,,
INT-0000627,INTERNAL,PROCESSOR,MATCHED,M008-7ba849b7,false,false,,,
INT-0000628,INTERNAL,BANK,MATCHED,M019-ae895cb7,false,false,,,
INT-0000628,INTERNAL,PROCESSOR,MATCHED,M019-ae895cb7,false,false,,,
INT-0000629,INTERNAL,BANK,MATCHED,M015-819ffdf0,false,false,,,
INT-0000629,INTERNAL,PROCESSOR,MATCHED,M015-819ffdf0,false,false,,,
INT-0000630,INTERNAL,BANK,MATCHED,M010-fc0ab620,false,false,,,
INT-0000630,INTERNAL,PROCESSOR,MATCHED,M010-fc0ab620,false,false,,,
INT-0000631,INTERNAL,BANK,MATCHED,M016-52c0bc31,false,false,,,
INT-0000631,INTERNAL,PROCESSOR,AMOUNT_MISMATCH,M016-52c0bc31,false,false,,,
INT-0000632,INTERNAL,BANK,MATCHED,M020-325628ed,false,false,,,
INT-0000632,INTERNAL,PROCESSOR,MATCHED,M020-325628ed,false,false,,,
INT-0000633,INTERNAL,BANK,MATCHED,M005-b032e3a5,false,false,,,
INT-0000633,INTERNAL,PROCESSOR,MATCHED,M005-b032e3a5,false,false,,,
INT-0000634,INTERNAL,BANK,MATCHED,M005-6432cbf2,false,false,,,
INT-0000634,INTERNAL,PROCESSOR,MATCHED,M005-6432cbf2,false,false,,,
INT-0000635,INTERNAL,BANK,MATCHED,M006-a897e8d9,false,false,,,
INT-0000635,INTERNAL,PROCESSOR,MATCHED,M006-a897e8d9,false,false,,,
INT-0000636,INTERNAL,BANK,MATCHED,M008-fbc28f18,false,false,,,
INT-0000636,INTERNAL,PROCESSOR,MATCHED,M008-fbc28f18,false,false,,,
INT-0000637,INTERNAL,BANK,MATCHED,M010-f4a1df65,false,false,,,
INT-0000637,INTERNAL,PROCESSOR,MATCHED,M010-f4a1df65,false,false,,,
INT-0000638,INTERNAL,BANK,MATCHED,M016-93ef4c0b,false,false,,,
INT-0000638,INTERNAL,PROCESSOR,MATCHED,M016-93ef4c0b,false,false,,,
INT-0000639,INTERNAL,BANK,MATCHED,M009-5f79e358,false,false,,,
INT-0000639,INTERNAL,PROCESSOR,MATCHED,M009-5f79e358,false,false,,,
INT-0000640,INTERNAL,BANK,MISSING_IN_BANK,M018-dbb28fde,false,false,,,
INT-0000640,INTERNAL,PROCESSOR,MATCHED,M018-dbb28fde,false,false,,,
INT-0000641,INTERNAL,BANK,MATCHED,M012-1f871a0a,false,false,,,
INT-0000641,INTERNAL,PROCESSOR,MATCHED,M012-1f871a0a,false,false,,,
INT-0000642,INTERNAL,BANK,MATCHED,M017-b923e7b8,false,false,,,
INT-0000642,INTERNAL,PROCESSOR,MATCHED,M017-b923e7b8,false,false,,,
INT-0000643,INTERNAL,BANK,MATCHED,M002-6cd9bba6,false,false,,,
INT-0000643,INTERNAL,PROCESSOR,AMOUNT_MISMATCH,M002-6cd9bba6,false,false,,,
INT-0000644,INTERNAL,BANK,MATCHED,M016-f0661a54,false,false,,,
INT-0000644,INTERNAL,PROCESSOR,MATCHED,M016-f0661a54,false,false,,,
INT-0000645,INTERNAL,BANK,MATCHED,M012-6e5a2af6,false,false,,,
INT-0000645,INTERNAL,PROCESSOR,MATCHED,M012-6e5a2af6,false,false,,,
INT-0000646,INTERNAL,BANK,MATCHED,M018-ea25bcb2,false,false,,,
INT-0000646,INTERNAL,PROCESSOR,MATCHED,M018-ea25bcb2,false,false,,,
INT-0000647,INTERNAL,BANK,MATCHED,M015-8f4642cd,false,false,,,
INT-0000647,INTERNAL,PROCESSOR,AMOUNT_MISMATCH,M015-8f4642cd,false,false,,,
INT-0000648,INTERNAL,BANK,MISSING_IN_BANK,M002-d3eddac8,false,false,,,
INT-0000648,INTERNAL,PROCESSOR,MATCHED,M002-d3eddac8,false,false,,,
INT-0000649,INTERNAL,BANK,MATCHED,M017-b6b1bb59,false,false,,,
INT-0000649,INTERNAL,PROCESSOR,MATCHED,M017-b6b1bb59,false,false,,,
INT-0000650,INTERNAL,BANK,MATCHED,M007-38fda97e,false,false,,,
INT-0000650,INTERNAL,PROCESSOR,MATCHED,M007-38fda97e,false,false,,,
INT-0000651,INTERNAL,BANK,MATCHED,M012-93f4b55a,false,false,,,
INT-0000651,INTERNAL,PROCESSOR,MATCHED,M012-93f4b55a,false,false,,,
INT-0000652,INTERNAL,BANK,MATCHED,M008-e4822fde,false,false,,,
INT-0000652,INTERNAL,PROCESSOR,MATCHED,M008-e4822fde,false,false,,,
INT-0000653,INTERNAL,BANK,MATCHED,M012-322c2b9b,false,false,,,
INT-0000653,INTERNAL,PROCESSOR,MATCHED,M012-322c2b9b,false,false,,,
INT-0000654,INTERNAL,BANK,MATCHED,M009-27be5d04,false,false,,,
INT-0000654,INTERNAL,PROCESSOR,MATCHED,M009-27be5d04,false,false,,,
INT-0000655,INTERNAL,BANK,MATCHED,M012-ad4d4f86,false,false,,,
INT-0000655,INTERNAL,PROCESSOR,MATCHED,M012-ad4d4f86,false,false,,,
INT-0000656,INTERNAL,BANK,MATCHED,M014-81264a12,false,false,,,
INT-0000656,INTERNAL,PROCESSOR,MATCHED,M014-81264a12,false,false,,,
INT-0000657,INTERNAL,BANK,MATCHED,M017-96176412,false,false,,,
INT-0000657,INTERNAL,PROCESSOR,MATCHED,M017-96176412,false,false,,,
INT-0000658,INTERNAL,BANK,MATCHED,M018-fac1d1cb,false,false,,,
INT-0000658,INTERNAL,PROCESSOR,AMOUNT_MISMATCH,M018-fac1d1cb,false,false,,,
INT-0000659,INTERNAL,BANK,MATCHED,M020-1450c057,false,false,,,
INT-0000659,INTERNAL,PROCESSOR,MATCHED,M020-1450c057,false,false,,,
INT-0000660,INTERNAL,BANK,MATCHED,M020-50df16f2,false,false,,,
INT-0000660,INTERNAL,PROCESSOR,MATCHED,M020-50df16f2,false,false,,,
INT-0000661,INTERNAL,BANK,MATCHED,M013-e71e5cf2,false,false,,,
INT-0000661,INTERNAL,PROCESSOR,MATCHED,M013-e71e5cf2,false,false,,,
INT-0000662,INTERNAL,BANK,MATCHED,M019-cb78f134,false,false,,,
INT-0000662,INTERNAL,PROCESSOR,MATCHED,M019-cb78f134,false,false,,,
INT-0000663,INTERNAL,BANK,MATCHED,M001-ec9d6107,false,false,,,
INT-0000663,INTERNAL,PROCESSOR,MATCHED,M001-ec9d6107,false,false,,,
INT-0000664,INTERNAL,BANK,MATCHED,M004-724bd0b3,false,false,,,
INT-0000664,INTERNAL,PROCESSOR,MATCHED,M004-724bd0b3,false,false,,,
INT-0000665,INTERNAL,BANK,MATCHED,M015-3e2fbb32,false,false,,,
INT-0000665,INTERNAL,PROCESSOR,MATCHED,M015-3e2fbb32,false,false,,,
INT-0000666,INTERNAL,BANK,MATCHED,M020-6f4f56a7,false,false,,,
INT-0000666,INTERNAL,PROCESSOR,MATCHED,M020-6f4f56a7,false,false,,,
INT-0000667,INTERNAL,BANK,MATCHED,M010-dc7fdfbf,false,false,,,
INT-0000667,INTERNAL,PROCESSOR,MATCHED,M010-dc7fdfbf,false,false,,,
INT-0000668,INTERNAL,BANK,MATCHED,M007-956226b4,false,false,,,
INT-0000668,INTERNAL,PROCESSOR,MATCHED,M007-956226b4,false,false,,,
INT-0000669,INTERNAL,BANK,MATCHED,M003-a596e733,false,false,,,
INT-0000669,INTERNAL,PROCESSOR,MATCHED,M003-a596e733,false,false,,,
INT-0000670,INTERNAL,BANK,MISSING_IN_BANK,M001-e955d524,false,false,,,
INT-0000670,INTERNAL,PROCESSOR,MATCHED,M001-e955d524,false,false,,,
INT-0000671,INTERNAL,BANK,MATCHED,M014-082c8f24,false,false,,,
INT-0000671,INTERNAL,PROCESSOR,MATCHED,M014-082c8f24,false,false,,,
INT-0000672,INTERNAL,BANK,MATCHED,M006-b1462115,false,false,,,
INT-0000672,INTERNAL,PROCESSOR,MATCHED,M006-b1462115,false,false,,,
INT-0000673,INTERNAL,BANK,MATCHED,M009-6ba2f4be,false,false,,,
INT-0000673,INTERNAL,PROCESSOR,MATCHED,M009-6ba2f4be,false,false,,,
INT-0000674,INTERNAL,BANK,MATCHED,M016-27556a37,false,false,,,
INT-0000674,INTERNAL,PROCESSOR,MATCHED,M016-27556a37,false,false,,,
INT-0000675,INTERNAL,BANK,MATCHED,M011-bb2b9b7c,false,false,,,
INT-0000675,INTERNAL,PROCESSOR,MATCHED,M011-bb2b9b7c,false,false,,,
INT-0000676,INTERNAL,BANK,MATCHED,M019-90482a0f,false,false,,,
INT-0000676,INTERNAL,PROCESSOR,MATCHED,M019-90482a0f,false,false,,,
INT-0000677,INTERNAL,BANK,MATCHED,M018-88f657eb,false,false,,,
INT-0000677,INTERNAL,PROCESSOR,MATCHED,M018-88f657eb,false,false,,,
INT-0000678,INTERNAL,BANK,MATCHED,M001-03ff9e25,false,false,,,
INT-0000678,INTERNAL,PROCESSOR,MATCHED,M001-03ff9e25,false,false,,,
INT-0000679,INTERNAL,BANK,MATCHED,M005-c028716e,false,false,,,
INT-0000679,INTERNAL,PROCESSOR,MATCHED,M005-c028716e,false,false,,,
INT-0000680,INTERNAL,BANK,MATCHED,M011-cf68f5a8,false,false,,,
INT-0000680,INTERNAL,PROCESSOR,MATCHED,M011-cf68f5a8,false,false,,,
INT-0000681,INTERNAL,BANK,MATCHED,M017-0e9d6be1,false,false,,,
INT-0000681,INTERNAL,PROCESSOR,MATCHED,M017-0e9d6be1,false,false,,,
INT-0000682,INTERNAL,BANK,MATCHED,M009-19d48dbe,false,false,,,
INT-0000682,INTERNAL,PROCESSOR,MATCHED,M009-19d48dbe,false,false,,,
INT-0000683,INTERNAL,BANK,MATCHED,M018-3208d327,false,false,,,
INT-0000683,INTERNAL,PROCESSOR,MATCHED,M018-3208d327,false,false,,,
INT-0000684,INTERNAL,BANK,MATCHED,M007-2127a74a,false,false,,,
INT-0000684,INTERNAL,PROCESSOR,MATCHED,M007-2127a74a,false,false,,,
INT-0000685,INTERNAL,BANK,MATCHED,M015-7f2013e4,false,false,,,
INT-0000685,INTERNAL,PROCESSOR,MATCHED,M015-7f2013e4,false,false,,,
INT-0000686,INTERNAL,BANK,MATCHED,M005-1c899da3,false,false,,,
INT-0000686,INTERNAL,PROCESSOR,MATCHED,M005-1c899da3,false,false,,,
INT-0000687,INTERNAL,BANK,MATCHED,M019-bb23f8ca,false,false,,,
INT-0000687,INTERNAL,PROCESSOR,MATCHED,M019-bb23f8ca,false,false,,,
INT-0000688,INTERNAL,BANK,MATCHED,M018-853074b0,false,false,,,
INT-0000688,INTERNAL,PROCESSOR,MATCHED,M018-853074b0,false,false,,,
INT-0000689,INTERNAL,BANK,MATCHED,M018-f27608f4,false,false,,,
INT-0000689,INTERNAL,PROCESSOR,MATCHED,M018-f27608f4,false,false,,,
INT-0000690,INTERNAL,BANK,MATCHED,M017-4331f793,false,false,,,
INT-0000690,INTERNAL,PROCESSOR,MATCHED,M017-4331f793,false,false,,,
INT-0000691,INTERNAL,BANK,MATCHED,M003-b7413d49,false,false,,,
INT-0000691,INTERNAL,PROCESSOR,MATCHED,M003-b7413d49,false,false,,,
INT-0000692,INTERNAL,BANK,MATCHED,M008-c51a6f88,false,false,,,
INT-0000692,INTERNAL,PROCESSOR,MATCHED,M008-c51a6f88,false,false,,,
INT-0000693,INTERNAL,BANK,MATCHED,M007-461ee001,false,false,,,
INT-0000693,INTERNAL,PROCESSOR,MATCHED,M007-461ee001,false,false,,,
INT-0000694,INTERNAL,BANK,MATCHED,M004-9b6f9e79,false,false,,,
INT-0000694,INTERNAL,PROCESSOR,MATCHED,M004-9b6f9e79,false,false,,,
INT-0000695,INTERNAL,BANK,MATCHED,M017-9c3a4fde,false,false,,,
INT-0000695,INTERNAL,PROCESSOR,MATCHED,M017-9c3a4fde,false,false,,,
INT-0000696,INTERNAL,BANK,MATCHED,M015-b5b4016a,false,false,,,
INT-0000696,INTERNAL,PROCESSOR,MATCHED,M015-b5b4016a,false,false,,,
INT-0000697,INTERNAL,BANK,MATCHED,M006-d77a0a80,false,false,,,
INT-0000697,INTERNAL,PROCESSOR,MATCHED,M006-d77a0a80,false,false,,,
INT-0000698,INTERNAL,BANK,MATCHED,M007-7c400712,false,false,,,
INT-0000698,INTERNAL,PROCESSOR,MATCHED,M007-7c400712,false,false,,,
INT-0000699,INTERNAL,BANK,MATCHED,M014-27557721,false,false,,,
INT-0000699,INTERNAL,PROCESSOR,MATCHED,M014-27557721,false,false,,,
INT-0000700,INTERNAL,BANK,MATCHED,M003-12942542,false,false,,,
INT-0000700,INTERNAL,PROCESSOR,MATCHED,M003-12942542,false,false,,,
INT-0000701,INTERNAL,BANK,MATCHED,M010-9a11346c,false,false,,,
INT-0000701,INTERNAL,PROCESSOR,MATCHED,M010-9a11346c,false,false,,,
INT-0000702,INTERNAL,BANK,MATCHED,M007-1e850681,false,false,,,
INT-0000702,INTERNAL,PROCESSOR,MATCHED,M007-1e850681,false,false,,,
INT-0000703,INTERNAL,BANK,MATCHED,M012-b4def16f,false,false,,,
INT-0000703,INTERNAL,PROCESSOR,MATCHED,M012-b4def16f,false,false,,,
INT-0000704,INTERNAL,BANK,MATCHED,M011-96e74263,false,false,,,
INT-0000704,INTERNAL,PROCESSOR,MATCHED,M011-96e74263,false,false,,,
INT-0000705,INTERNAL,BANK,MATCHED,M013-f2b305c9,false,false,,,
INT-0000705,INTERNAL,PROCESSOR,MATCHED,M013-f2b305c9,false,false,,,
INT-0000706,INTERNAL,BANK,MATCHED,M018-46288f9c,false,false,,,
INT-0000706,INTERNAL,PROCESSOR,MATCHED,M018-46288f9c,false,false,,,
INT-0000707,INTERNAL,BANK,MATCHED,M003-0a29d223,false,false,,,
INT-0000707,INTERNAL,PROCESSOR,MATCHED,M003-0a29d223,false,false,,,
INT-0000708,INTERNAL,BANK,MATCHED,M018-457d4b5c,false,false,,,
INT-0000708,INTERNAL,PROCESSOR,MATCHED,M018-457d4b5c,false,false,,,
INT-0000709,INTERNAL,BANK,MATCHED,M001-034539a7,false,false,,,
INT-0000709,INTERNAL,PROCESSOR,AMOUNT_MISMATCH,M001-034539a7,false,false,,,
INT-0000710,INTERNAL,BANK,MATCHED,M007-fb15220c,false,false,,,
INT-0000710,INTERNAL,PROCESSOR,MATCHED,M007-fb15220c,false,false,,,
INT-0000711,INTERNAL,BANK,TIMING_DIFFERENCE,M018-0e8d9c1c,false,false,,,
INT-0000711,INTERNAL,PROCESSOR,MATCHED,M018-0e8d9c1c,false,false,,,
INT-0000712,INTERNAL,BANK,MATCHED,M005-8c0c1677,false,false,,,
INT-0000712,INTERNAL,PROCESSOR,AMOUNT_MISMATCH,M005-8c0c1677,false,false,,,
INT-0000713,INTERNAL,BANK,MATCHED,M010-023b2e01,false,false,,,
INT-0000713,INTERNAL,PROCESSOR,MATCHED,M010-023b2e01,false,false,,,
INT-0000714,INTERNAL,BANK,MATCHED,M011-20cd5b68,false,false,,,
INT-0000714,INTERNAL,PROCESSOR,MATCHED,M011-20cd5b68,false,false,,,
INT-0000715,INTERNAL,BANK,MATCHED,M011-e37285fb,false,false,,,
INT-0000715,INTERNAL,PROCESSOR,MATCHED,M011-e37285fb,false,false,,,
INT-0000716,INTERNAL,BANK,MATCHED,M016-0961ca8d,false,false,,,
INT-0000716,INTERNAL,PROCESSOR,MATCHED,M016-0961ca8d,false,false,,,
INT-0000717,INTERNAL,BANK,MATCHED,M005-4b6fada1,false,false,,,
INT-0000717,INTERNAL,PROCESSOR,MATCHED,M005-4b6fada1,false,false,,,
INT-0000718,INTERNAL,BANK,MATCHED,M005-25c4db18,false,false,,,
INT-0000718,INTERNAL,PROCESSOR,MATCHED,M005-25c4db18,false,false,,,
INT-0000719,INTERNAL,BANK,MATCHED,M007-03fda0bd,false,false,,,
INT-0000719,INTERNAL,PROCESSOR,MATCHED,M007-03fda0bd,false,false,,,
INT-0000720,INTERNAL,BANK,MATCHED,M011-57afbf3d,false,false,,,
INT-0000720,INTERNAL,PROCESSOR,MATCHED,M011-57afbf3d,false,false,,,
INT-0000721,INTERNAL,BANK,MATCHED,M001-cf23b51d,false,false,,,
INT-0000721,INTERNAL,PROCESSOR,MATCHED,M001-cf23b51d,false,false,,,
INT-0000722,INTERNAL,BANK,MATCHED,M016-8aaa0729,false,false,,,
INT-0000722,INTERNAL,PROCESSOR,MATCHED,M016-8aaa0729,false,false,,,
INT-0000723,INTERNAL,BANK,MATCHED,M011-71fd653e,false,false,,,
INT-0000723,INTERNAL,PROCESSOR,MATCHED,M011-71fd653e,false,false,,,
INT-0000724,INTERNAL,BANK,MATCHED,M019-42f04e68,false,false,,,
INT-0000724,INTERNAL,PROCESSOR,MATCHED,M019-42f04e68,false,false,,,
INT-0000725,INTERNAL,BANK,MATCHED,M010-61a01f34,false,false,,,
INT-0000725,INTERNAL,PROCESSOR,MATCHED,M010-61a01f34,false,false,,,
INT-0000726,INTERNAL,BANK,MISSING_IN_BANK,M006-86fab38a,false,false,,,
INT-0000726,INTERNAL,PROCESSOR,MATCHED,M006-86fab38a,false,false,,,
INT-0000727,INTERNAL,BANK,MATCHED,M002-b7429ef3,false,false,,,
INT-0000727,INTERNAL,PROCESSOR,AMOUNT_MISMATCH,M002-b7429ef3,false,false,,,
INT-0000728,INTERNAL,BANK,MATCHED,M015-d8ed7ba1,false,false,,,
INT-0000728,INTERNAL,PROCESSOR,MATCHED,M015-d8ed7ba1,false,false,,,
INT-0000729,INTERNAL,BANK,MATCHED,M010-584ae2a4,false,false,,,
INT-0000729,INTERNAL,PROCESSOR,MATCHED,M010-584ae2a4,false,false,,,
INT-0000730,INTERNAL,BANK,MATCHED,M005-c49312ce,false,false,,,
INT-0000730,INTERNAL,PROCESSOR,AMOUNT_MISMATCH,M005-c49312ce,false,false,,,
INT-0000731,INTERNAL,BANK,MATCHED,M008-7f0f1f2c,false,false,,,
INT-0000731,INTERNAL,PROCESSOR,MATCHED,M008-7f0f1f2c,false,false,,,
INT-0000732,INTERNAL,BANK,MATCHED,M017-4d343a8d,false,false,,,
INT-0000732,INTERNAL,PROCESSOR,MATCHED,M017-4d343a8d,false,false,,,
INT-0000733,INTERNAL,BANK,MATCHED,M013-1a1aac90,false,false,,,
INT-0000733,INTERNAL,PROCESSOR,MATCHED,M013-1a1aac90,false,false,,,
INT-0000734,INTERNAL,BANK,MATCHED,M017-9ccf4a73,false,false,,,
INT-0000734,INTERNAL,PROCESSOR,MATCHED,M017-9ccf4a73,false,false,,,
INT-0000735,INTERNAL,BANK,MATCHED,M014-296ea027,false,false,,,
INT-0000735,INTERNAL,PROCESSOR,MATCHED,M014-296ea027,false,false,,,
INT-0000736,INTERNAL,BANK,MATCHED,M005-48aa482d,false,false,,,
INT-0000736,INTERNAL,PROCESSOR,MATCHED,M005-48aa482d,false,false,,,
INT-0000737,INTERNAL,BANK,MATCHED,M016-b07f0f5e,false,false,,,
INT-0000737,INTERNAL,PROCESSOR,MATCHED,M016-b07f0f5e,false,false,,,
INT-0000738,INTERNAL,BANK,MATCHED,M016-e6a198c9,false,false,,,
INT-0000738,INTERNAL,PROCESSOR,MATCHED,M016-e6a198c9,false,false,,,
INT-0000739,INTERNAL,BANK,MATCHED,M003-5c4b7c5e,false,false,,,
INT-0000739,INTERNAL,PROCESSOR,MATCHED,M003-5c4b7c5e,false,false,,,
INT-0000740,INTERNAL,BANK,MATCHED,M019-03d9f44d,false,false,,,
INT-0000740,INTERNAL,PROCESSOR,MATCHED,M019-03d9f44d,false,false,,,
INT-0000741,INTERNAL,BANK,MATCHED,M015-4f409454,false,false,,,
INT-0000741,INTERNAL,PROCESSOR,MATCHED,M015-4f409454,false,false,,,
INT-0000742,INTERNAL,BANK,MATCHED,M002-9039aa09,false,false,,,
INT-0000742,INTERNAL,PROCESSOR,MATCHED,M002-9039aa09,false,false,,,
INT-0000743,INTERNAL,BANK,MATCHED,M020-a7cb76de,false,false,,,
INT-0000743,INTERNAL,PROCESSOR,MATCHED,M020-a7cb76de,false,false,,,
INT-0000744,INTERNAL,BANK,MATCHED,M005-c8dbb4c5,false,false,,,
INT-0000744,INTERNAL,PROCESSOR,AMOUNT_MISMATCH,M005-c8dbb4c5,false,false,,,
INT-0000745,INTERNAL,BANK,MATCHED,M012-9e90b0af,false,false,,,
INT-0000745,INTERNAL,PROCESSOR,MATCHED,M012-9e90b0af,false,false,,,
INT-0000746,INTERNAL,BANK,MATCHED,M005-5dfafffa,false,false,,,
INT-0000746,INTERNAL,PROCESSOR,MATCHED,M005-5dfafffa,false,false,,,
INT-0000747,INTERNAL,BANK,MATCHED,M007-03cbd192,false,false,,,
INT-0000747,INTERNAL,PROCESSOR,MATCHED,M007-03cbd192,false,false,,,
INT-0000748,INTERNAL,BANK,MATCHED,M019-1ed3646f,false,false,,,
INT-0000748,INTERNAL,PROCESSOR,MATCHED,M019-1ed3646f,false,false,,,
INT-0000749,INTERNAL,BANK,MATCHED,M012-df7571ca,false,false,,,
INT-0000749,INTERNAL,PROCESSOR,MATCHED,M012-df7571ca,false,false,,,
INT-0000750,INTERNAL,BANK,MATCHED,M007-38709027,false,false,,,
INT-0000750,INTERNAL,PROCESSOR,MATCHED,M007-38709027,false,false,,,
INT-0000751,INTERNAL,BANK,MATCHED,M013-e7bd9ba4,false,false,,,
INT-0000751,INTERNAL,PROCESSOR,MATCHED,M013-e7bd9ba4,false,false,,,
INT-0000752,INTERNAL,BANK,MATCHED,M002-94cf783e,false,false,,,
INT-0000752,INTERNAL,PROCESSOR,MATCHED,M002-94cf783e,false,false,,,
INT-0000753,INTERNAL,BANK,MATCHED,M006-8511a8b6,false,false,,,
INT-0000753,INTERNAL,PROCESSOR,MATCHED,M006-8511a8b6,false,false,,,
INT-0000754,INTERNAL,BANK,MATCHED,M013-2dd0ddb7,false,false,,,
INT-0000754,INTERNAL,PROCESSOR,MATCHED,M013-2dd0ddb7,false,false,,,
INT-0000755,INTERNAL,BANK,TIMING_DIFFERENCE,M020-5d4f6968,false,false,,,
INT-0000755,INTERNAL,PROCESSOR,MATCHED,M020-5d4f6968,false,false,,,
INT-0000756,INTERNAL,BANK,MATCHED,M010-5e92b2ab,false,false,,,
INT-0000756,INTERNAL,PROCESSOR,MATCHED,M010-5e92b2ab,false,false,,,
INT-0000757,INTERNAL,BANK,MATCHED,M018-df341aa2,false,false,,,
INT-0000757,INTERNAL,PROCESSOR,MATCHED,M018-df341aa2,false,false,,,
INT-0000758,INTERNAL,BANK,MATCHED,M005-d12b1eaf,false,false,,,
INT-0000758,INTERNAL,PROCESSOR,MATCHED,M005-d12b1eaf,false,false,,,
INT-0000759,INTERNAL,BANK,MATCHED,M010-bbadc62b,false,false,,,
